SNO,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,PH_DETAILS,EC_DETAILS,OC_DETAILS,AVN_DETAILS,PHOS_DETAILS,POT_DETAILS,SULPHUR,ZINC_DETAILS,BORON_DETAILS,IRON_DETAILS,MANGAN_DETAILS,COPPER_DETAILS
OOT890,10010,10999,10451,10092,10636,10081,9976,9539,9769,14234,6032,4640,6.3,0.03,0.1,148,2.5,349,44,1.5674,1.2,1.4766,3.1,0.3878
OOT894,4049,2744,2858,2668,3336,4643,5100,5080,5314,9072,3832,2959,6.4,0.03,0.32,226,1.1,569,23,0.9681,0.1,0.7383,2.4,0.6925
OOT904,6231,5480,5241,5066,5478,5748,5948,5811,6010,9313,5137,4524,6.28,0.1,0.01,25,24,56,21,0.9681,11,3.21,4.3,0.554
OOT730,1350,1361,1578,1411,1969,3482,3867,3870,4088,3987,2846,1954,6.38,0.41,0.486,210,6.49,786.2,58.86,2.24046,3.815,0.73188,3.5,0.59278
OOT992,1820,1911,2191,2141,2491,2865,3060,3058,3167,4809,3018,2455,6.5,0.03,0.1,127,24,222,22,1.5674,1.1,0.7383,2.4,0.3601
OOT892,9169,7809,7527,7362,7536,7786,8150,7491,8138,3189,5881,4470,6.3,0.05,0.6,348,11,222,22,3.5958,0,1.2198,1.8,0.5817
OOT981,7629,7565,7162,6957,7380,7183,7222,7014,7212,10695,6336,5572,6.52,0.4,0.15,127,24,843,23,1.844,1.1,1.4766,1.1,0.554
OOT896,3842,2161,2124,2034,2306,2734,2908,2892,2972,7271,2481,2102,4.89,0.08,0.8,560,92,77,32,15.674,0.5,1.8618,28,4.986
OOT898,1680,1754,2002,1891,2543,4118,4736,4733,4959,5579,3626,2530,6.27,0.03,0.34,221,12,146,12,2.8121,5.2,4.173,6.3,2.3545
OOT898,1680,1754,2002,1891,2543,4118,4736,4733,4959,5579,3626,2530,6.27,0.03,0.34,221,12,146,12,2.8121,5.2,4.173,6.3,2.3545
OOT913,1905,2387,2662,2495,3319,5018,5603,5635,5847,6364,4211,3014,6.65,0.09,0.9,160,14,67,11,4.5178,8.4,2.9211,3.2,0.3047
OOT896,3842,2161,2124,2034,2306,2734,2908,2892,2972,7271,2481,2102,4.89,0.08,0.8,560,92,77,32,15.674,0.5,1.8618,28,4.986
OOT893,3747,3852,3784,3593,4107,4915,5254,5203,5364,8137,4269,3830,6.3,0.03,0.5,221,199,334,29,10.142,11.1,0.7062,1.1,1.2742
OOT899,7333,6218,6076,5911,6128,6548,6960,6415,7011,2599,5226,4073,4.8,0.4,0.32,127,12,12,53,2.2589,1.3,0.7383,1.1,0.7202
OOT902,5530,5394,5339,5222,5761,6290,6548,6384,6598,9015,5398,4758,6.4,0.1,0.23,235,2.5,843,4.75,3.688,1.1,2.7285,6,0.5817
OOT198,4167,3845,3773,3622,4009,4610,4972,4779,5088,6476,4190,3801,6.34,0.4,0.16,315,17,327,1.2,0.62696,1.23,0.6741,2.4,0.3601
OOT901,5703,4891,4978,4848,5549,6499,6834,6592,6873,10179,5124,4091,6.83,0.12,0.12,220,19,365,1.5,3.1809,2.5,1.2519,3.5,0.77837
OOT903,4664,5551,5405,5223,5703,6206,6472,6295,6552,8356,5164,4472,5.95,0.07,0.32,127,27,12,23,5.071,3.9,3.852,4.3,0.3601
OOT891,9078,10284,9780,9454,10021,9536,9409,9136,9251,14115,5994,4645,6.3,0.05,0.23,235,11,222,23,0.9681,1.1,1.4766,1.1,0.3601
OOT895,7038,3134,3254,3262,3822,4498,4774,4627,4889,13075,4205,3402,6.3,0.05,0.6,348,11,222,22,3.5958,0,1.2198,1.8,0.5817
OOT897,1961,2024,2312,2490,2993,3625,3926,3868,4082,4370,4059,3159,5.92,0.03,0.6,258,65,146,11.3,0.6454,2.4,0.6741,0.6,0.3601
OOT993,2171,1985,2109,1963,2481,3571,3965,3978,4184,5455,3213,2436,6.3,0.05,0.23,227,24,12,23,0.9681,1.1,0.6741,1.8,0.6925
OOT900,9348,10152,9736,9466,9996,9742,9785,9466,9702,12944,7217,5709,6.3,0.19,0.73,282,10,185,5,2.7199,1.8,6.2595,1,1.3573
OOT905,4893,4286,4210,3992,4512,5474,5897,5760,6006,9311,4185,3416,6.28,0.1,0.01,25,24,56,21,0.9681,11,3.21,4.3,0.554
OOT001,3429,3139,3092,2955,3152,3675,4022,3917,4154,1893,2363,1997,7.18,0.08,0.6674,413,54,308.2,0.001,0.5532,0.001,0.0321,0.01,0.14958
OOT002,7461,7804,7137,6631,7152,6680,6463,6504,6300,15771,3591,3122,8.86,0.23,0.64647,323,196.4,4215,0.001,1.4752,0.001,3.4989,0.01,0.8864
OOT003,1324,1222,1315,1265,1635,2351,2536,2470,2644,5394,1529,1127,8.66,0.352,0.1332,560,258.9,300.9,0.001,7.1455,2.1,3.1779,0.01,1.0249
OOT004,3762,3335,3285,3098,3309,3910,4259,4186,4375,2107,2327,1956,7.3,0.452,0.9453,560,231.7,262.8,0.001,7.0533,1.3,2.1507,0.01,0.4155
OOT005,541,547,889,871,1493,2823,3250,3291,3569,3573,2636,1652,4.76,0.125,0.545,432,51.4,108.6,0.001,10.0037,0.001,7.5756,0.01,0.8864
OOT006,1261,1875,2027,1929,2481,3686,4023,4000,4216,4017,3256,2563,4.5,0.186,0.006,313,57,94.5,0.001,0.1383,0.001,0.5778,0.01,1.8005
OOT007,836,817,1022,829,1367,2916,3330,3325,3608,3490,2006,1111,5,0.136,0.6466,344,24,114,0.001,0.0461,0.001,1.2198,0.01,0.14958
OOT008,3034,2738,2826,2680,3189,4172,4456,4329,4639,5131,3631,2982,6.4,0.137,0.3255,231,34,71.5,0.001,0.1844,0.001,0.6741,0.01,1.93623
OOT009,3994,3695,3597,3417,3589,4044,4368,4296,4460,1999,2615,2228,5.7,0.325,0.6987,231,67,70.5,0.001,0.0461,0.001,1.2519,0.01,0.34625
OOT010,3969,3750,3659,3487,3673,4148,4488,4399,4579,1996,2733,2311,5.19,0.28,0.2589,423,46,189.6,0.001,0.5993,0.001,8.7312,0.01,1.40162
OOT011,3803,3657,3559,3380,3570,4074,4423,4363,4512,1979,2607,2202,7,0.158,0.0003,234,296.4,175.8,0.001,0.8298,0.001,0.7704,0.01,0.92241
OOT012,3762,3335,3285,3098,3309,3910,4259,4186,4375,2107,2327,1956,5.56,0.17,0.0003,453,28.6,55.2,0.001,0.5532,0.001,0.7704,6.3,0.93626
OOT013,2715,2509,2529,2345,2569,3276,3661,3626,3826,1810,2031,1537,5.85,0.39,0.0002,153,46,52.4,0.001,0.3688,18.3,2.6322,0.01,1.385
OOT014,4190,3768,3679,3514,3696,4142,4471,4369,4568,2074,2686,2310,5.99,0.196,0.0003,325,78,92.5,0.001,0.0461,3.7,2.36256,0.01,1.75064
OOT015,5948,5090,4952,4787,4977,5310,5642,5400,5706,2716,3325,2654,4.69,0.22,0.0003,354,57.2,26.3,0.001,0.0461,50.4,5.94492,0.01,0.31578
OOT016,357,408,756,726,1371,2895,3307,3303,3547,3325,2397,1400,5.3,0.001,0.0003,254,97,157,0.001,0.0461,5.4,7.7361,0.01,1.94177
OOT017,3153,2819,2800,2646,2865,3478,3840,3746,3973,2009,2050,1701,6.87,0.001,0.5598,560,393.6,263.5,0.001,8.8051,0.001,4.9113,5.1,2.63704
OOT018,1356,2280,2381,2206,2787,4162,4571,4554,4809,4899,3602,2869,7.74,0.001,0.9571,560,312.5,126.3,0.001,1.4752,0.001,0.8346,1.5,2.67859
OOT019,6498,5851,5689,5524,5726,5991,6305,5999,6355,2761,3777,2808,6.82,0.001,2.213,560,15,259.3,0.001,0.6454,0.001,11.66514,0.01,3.1024
OOT020,1356,2280,2381,2206,2787,4162,4571,4554,4809,4899,3602,2869,6.83,5.83,0.1478,331,3.5,125.2,0.001,1.4752,0.001,0.321,0.01,2.6592
OOT021,2939,1180,1466,1085,1250,1539,1660,1588,1708,3544,1225,778,6.65,0.635,0.258,324,16,302.4,0.001,23.5571,0.001,0.00321,0.01,1.2465
OOT022,2848,3112,3047,2844,3244,3811,3923,3818,4042,7092,2813,2360,7.52,0.121,0.0003,343,15,249.9,0.001,33.0076,0.001,15.3438,281.4,1.7728
OOT023,1203,2206,2228,2025,2398,2979,3126,3080,3237,3740,2262,1809,7.59,0.27,0.0003,133,46,452.6,0.001,5.6703,0.001,20.1909,0.5,0.36841
OOT024,4459,5581,5346,5019,5426,5752,5777,5613,5864,7939,4454,3830,7.93,0.15,0.369,43,21,159.3,0.001,1.5674,0.001,0.4815,0.5,0.5263
OOT025,2150,2627,2601,2366,2786,3563,3718,3693,3832,5841,2639,1979,4.22,0.754,1.16,560,41,258.1,0.001,5.5781,0.001,1.7334,0.01,1.8559
OOT026,1760,2615,2496,2256,2599,3142,3273,3144,3337,3716,2196,1649,7.43,0.18,0.6956,499,46,510.6,0.001,0.7837,0.001,4.58067,0.01,4.2658
OOT027,1261,1875,2027,1929,2481,3686,4023,4000,4216,4017,3256,2563,4.54,1.34,0.4593,435,23,148.9,0.001,0.5532,3.7,2.8569,0.01,1.20218
OOT028,1701,544,806,704,1287,2914,3451,3448,3751,4574,2173,1419,5.31,0.16,0.5814,560,49,1598,0.01,0.6915,0.001,0.82176,51.5,3.4071
OOT029,331,375,720,438,1298,3645,4403,4395,4767,4497,2473,1204,5.53,0.111,0.8879,560,97,546.4,0.001,3.3192,0.001,2.09934,0.2,1.1357
OOT030,4972,4460,4302,4187,4422,4308,4433,4190,4410,8006,2314,1917,4.74,0.24,0.2798,560,67,438.8,432.1,4.9327,0.001,0.963,14.6,3.7949
OOT031,451,507,820,699,1006,1612,1835,1823,1961,2941,1366,884,5.03,0.77,0.5611,348,47,642.5,0.001,2.9043,0.001,2.0544,42.8,0.8864
OOT032,451,507,820,699,1006,1612,1835,1823,1961,2941,1366,884,7.05,0.22,0.0209,11,54.3,72.85,0.001,3.7802,0.001,0.4815,0.01,4.3212
OOT033,16286,13884,12916,12090,12732,11921,11477,11685,11337,16534,8069,6922,6.16,0.56,0.1598,353,191.4,42.7,0.001,0.5532,0.001,1.3482,0.01,3.20489
OOT034,4981,4507,4360,4169,4335,4732,5086,4957,5164,2304,2954,2384,5.61,0.33,0.5324,560,28.4,267.8,0.001,3.5958,0.001,2.1186,0.01,3.9334
OOT035,465,398,697,475,1195,3062,3681,3752,3925,3368,2275,1218,7.09,5.31,0.6231,560,45,287.5,0.001,1.1525,0.001,0.6741,0.01,0.26869
OOT036,8465,7418,7197,7017,7329,6997,7063,6714,6964,12676,3418,2572,5.1,0.13,0.8964,560,65,42.74,0.001,19.823,0.001,0.29532,0.01,1.19387
OOT037,6703,6757,6562,6395,6790,6605,6721,6395,6680,11530,4029,3345,5.1,0.13,0.8964,560,98,827.1,0.001,19.823,0.001,0.17976,0.01,1.1357
OOT038,8465,7418,7197,7017,7329,6997,7063,6714,6964,12676,3418,2572,4.81,0.17,0.056,235,56,728.1,0.001,3.2731,0.001,0.10914,0.01,0.8864
OOT039,686,622,806,511,750,1262,1398,1380,1468,1155,986,561,5.15,0.63,0.0994,560,45,3.5,0.001,1.0603,0.001,3.6594,3.7,2.2437
OOT040,1173,848,924,804,1111,1848,2066,2105,2199,3479,1291,837,5.66,0.84,0.3574,514,192.6,20.7,0.001,8.3902,0.001,3.7557,18.3,0.1662
OOT041,845,552,845,592,1297,3259,3795,3854,4087,3652,2297,1157,5.07,0.4,0.2973,166,25,54.1,0.2,1.844,0.001,2.0544,0.01,2.77
OOT042,9747,6416,6121,5763,6219,6483,6457,6447,6525,14831,5344,4398,6.18,0.67,0.2868,160,229.4,311.7,0.1,4.3334,0.001,4.5903,21.1,0.6371
OOT043,467,391,604,442,973,2547,2939,2975,3206,3339,1801,906,6.52,0.46,0.3438,192,56.8,174.1,0.001,2.9043,0.001,0.4173,0.01,0.4155
OOT044,9747,6416,6121,5763,6219,6483,6457,6447,6525,14831,5344,4398,5.9,0.44,0.1183,66,246.6,145.8,0.001,0.8759,0.001,3.9483,0.01,0.0831
OOT045,9747,6416,6121,5763,6219,6483,6457,6447,6525,14831,5344,4398,6.9,0.33,0.0003,343,91,231.9,0.001,1.7979,0.001,0.15408,0.01,1.3019
OOT046,254,123,171,122,269,594,692,648,731,2665,396,225,6.2,0.79,0.1278,71,83.1,243,0.001,1.383,0.001,1.6371,10.6,0
OOT047,8535,7500,7363,7226,7718,7497,7580,7176,7577,13325,4548,3482,6.2,0.71,0.0003,334,105.2,235.9,0.2,2.4433,0.001,1.9581,21.3,0.6648
OOT048,227,381,707,707,1229,2533,2855,2907,3032,3250,2202,1314,5.22,0.38,0.1582,560,24,701,0.001,0.6454,0.001,1.7334,0.01,1.6066
OOT049,229,324,652,616,1164,2658,3044,3098,3233,3582,2208,1225,6.21,0.2,0.001,560,84,1086.4,0.1,48.4972,0.001,2.3112,0.01,1.24096
OOT050,3895,3398,3343,3161,3373,3968,4326,4234,4434,2158,2384,2025,5.97,0.73,0.0432,560,98,169.7,17.3,0.5532,0.001,0.3531,0.01,0.64541
OOT051,2017,2828,2863,2757,3215,3862,4039,3979,4168,5048,3486,3062,6.43,0.33,0.0003,23,91,128.1,0.001,5.1632,0.001,0.8667,0.01,1.3019
OOT052,6517,6530,6419,6209,6700,6738,6885,6171,6893,10015,4186,3572,5.36,1.02,0.0995,560,35,134.2,0.2,114.1897,0.001,1.4766,8.5,0.58724
OOT053,1229,1116,1282,1208,1623,2574,2880,2649,3071,3048,2047,1575,6.49,0.38,0.0003,24,19.3,22.3,0.1,6.915,0.001,0.39483,0.01,1.0249
OOT054,2121,3046,3037,2864,3273,3898,4050,3978,4180,3877,3372,2837,6.79,0.42,0.0477,26,67.8,224.2,3,5.8086,0.001,0.7383,0.01,1.9667
OOT055,462,477,691,453,1071,2942,3605,3712,3882,3724,2042,1025,7.46,0.4,0.2478,138,36,148.2,0.001,18.901,0.001,4.58388,0.01,1.22711
OOT056,2780,578,908,777,1314,2726,3061,3009,3192,5241,1943,1223,7.18,0.22,0.056,343,84,536.2,0.001,12.15196,0.001,1.6692,0.01,0.3601
OOT057,442,513,739,580,1117,2672,3166,3219,3332,3293,1969,1122,6.75,0.33,0.3698,231,57,171.2,0.001,11.69096,0.001,4.0767,0.01,1.3019
OOT058,339,386,629,515,1081,2679,3237,3344,3446,3479,2110,1198,5.48,0.24,0.2587,343,569.2,97.1,0.6,0.6915,0.001,1.7976,0.01,2.90019
OOT059,442,513,739,580,1117,2672,3166,3219,3332,3293,1969,1122,7.49,0.17,0.1478,213,15,17.3,0.001,1.1064,0.001,0.642,0.01,3.28799
OOT060,403,494,710,492,1092,2801,3479,3534,3710,3492,1857,980,7.26,0.38,0.5627,350,62.3,132.57,0.001,1.6135,0.001,0.82176,0.01,3.28245
OOT061,355,436,703,564,1115,2641,3045,3030,3233,3231,1776,994,6.73,0.38,0.1367,76,35,234,0.001,1.6596,0.001,4.5582,0.01,1.4681
OOT062,2646,2500,2494,2353,2549,3250,3689,3620,3835,1529,2029,1580,6.37,0.305,0.233,130,35,406,0.001,1.7518,0.001,3.6915,0.01,1.95285
OOT063,3438,3264,3182,3005,3183,3735,4101,4058,4207,1806,2380,1971,6.91,0.82,0.2295,128,89.4,117.2,0.001,0.8298,17.6,0.53928,0.01,0.88917
OOT064,639,705,759,653,919,1838,2138,2286,2316,2978,1388,831,5.74,0.31,0.052,29,674.5,40.2,0.1,0.8759,0.001,0.00321,0.01,1.9667
OOT065,2179,2749,2716,2558,3008,3799,4170,4140,4325,6851,2385,1748,5.33,0.4,0.1572,88,45,206.2,0.3,9.9576,0.001,2.5359,0.01,1.31021
OOT066,8046,8329,7996,7730,8185,7786,7784,7594,7703,13366,4376,3363,5.02,0.64,0.3732,209,95,109.4,0.1,0.72838,0.001,2.6964,0.01,1.58998
OOT067,426,241,433,327,816,2231,2672,2777,2945,2929,1512,736,7.31,5.36,0.056,321,55,56.7,6.1,110.2712,109.5,2.7285,103.3,0.0831
OOT068,4154,4182,4037,3930,4152,4064,4197,3950,4175,6667,2170,1797,5.52,0.95,0.2356,560,75,344.5,0.001,25.1706,0.001,3.58557,0.01,1.89745
OOT069,7715,6816,6223,5634,6114,5974,5783,5936,5723,16389,2065,2309,6.04,0.39,0.36987,143,15,269.1,0.1,11.4789,0.001,0.84423,0.01,3.4071
OOT070,2633,2850,2886,2844,3191,3552,3797,3650,3880,6322,2611,2250,6.75,0.72,0.4593,560,25,100.1,0.001,12.3548,278.9,27.0603,0.01,1.78665
OOT071,355,436,703,564,1115,2641,3045,3030,3233,3231,1776,994,7.82,0.34,0.172,96,65,127.3,0.001,1.6135,0.001,11.12265,0.01,0.8587
OOT073,5529,4902,4551,4128,4601,4798,4760,4825,4776,16395,1954,2029,6.32,0.65,0.51555,446,15,113.3,0.001,24.1103,0.001,14.70501,0.01,2.42098
OOT074,4017,5894,5752,5560,6165,6261,6337,6223,6287,8626,5544,5152,5.83,0.17,0.16164,445,65,342.4,0.2,0.93583,0.001,1.52796,0.01,0.3601
OOT075,390,470,705,546,1132,2884,3483,3503,3673,3825,2057,1166,5.38,0.26,0.0003,221,98,133.4,0.5,1.17094,0.001,5.23872,0.01,0.42658
OOT076,4706,4162,3947,3648,4055,4457,4536,4415,4572,10098,2700,2442,4.67,0.11,0.001,560,75,142.3,0.001,1.40605,0.001,2.6643,0.01,1.9113
OOT077,496,361,490,346,815,2134,2599,2640,2861,2892,1604,826,6.6,0.61,0.7691,560,15,98.6,0.001,2.07911,0.001,6.95286,0.01,0.4986
OOT078,412,459,609,579,984,1924,2319,2381,2616,2658,2122,1293,4.67,0.77,0.7691,560,15,198.2,0.4,3.9646,0.001,9.80976,0.01,3.324
OOT079,6137,5625,5188,4670,5151,5334,5244,5419,5218,16343,2078,2153,6.17,0.46,0.0894,50,25,246.6,0.001,4.3795,0.001,10.70535,0.01,1.9113
OOT080,4696,4252,3977,3597,4031,4283,4260,4404,4284,15102,2013,1941,7.05,0.15,0.4593,131,35,412.7,0.2,1.22165,0.001,2.28231,0.01,1.76172
OOT081,9538,7908,7315,6780,7359,7007,6747,6631,6639,16318,2356,2936,5.67,0.3,0.64646,313,45,218.3,0.001,12.2165,0.001,2.3112,26,1.26312
OOT082,5268,4675,4366,3969,4416,4613,4570,4637,4577,16340,1800,1868,6.38,0.65,0.1388,77,63.7,127.3,0.001,11.525,0.001,2.3112,0.01,1.5512
OOT083,6529,6426,5818,5216,5658,5568,5388,5656,5329,16417,1864,2046,5.53,0.32,0.0003,131,400.8,117.5,0.1,23.972,0.001,1.3482,0.01,0
OOT084,2179,3057,3019,2841,3267,3881,4116,4116,4158,5498,3376,2911,4.68,0.17,0.14154,131,75,68.5,0.1,1.383,0.001,0.5457,0.01,0.01108
OOT085,2475,2557,2578,2415,2929,3771,4090,3986,4159,6212,3146,2625,5,0.11,0.34164,323,95,73,5.2,16.596,0.001,1.5408,80.4,1.19664
OOT086,8050,7424,6984,6526,6816,6766,6674,6564,6616,12913,3928,3386,6.52,0.15,0.0003,433,65,127.2,0.001,3.05182,0.001,3.8199,0.01,0.13573
OOT087,9288,8424,7912,7405,7685,7512,7375,7233,7283,14474,4239,3545,7.15,0.26,0.0003,44,35,117.3,0.001,0.62235,0.001,1.8297,0.01,0.06925
OOT088,1208,1210,1417,1216,1810,3230,3669,3626,3925,4277,2325,1410,7.32,0.74,0.0975,560,21,242.2,0.001,0.28582,0.001,0.5457,0.01,0.554
OOT089,4974,4020,3893,3643,4032,4539,4647,4556,4714,8104,3465,3058,6.76,0.39,0.6509,449,123.1,127.3,0.001,30.6565,0.001,1.7655,0.01,0.19944
OOT090,479,989,1074,860,1318,2444,2856,2924,2990,2361,1828,1137,5.91,0.2,0.4535,560,87,150,12.7,0.922,0.001,0.2889,0.01,0.7202
OOT091,7694,6824,6219,5608,6105,6089,5941,6115,5884,16393,1888,2126,6.86,0.17,0.0003,223,45,158.1,0.1,30.2416,0.001,0.7704,0.01,0.4432
OOT093,6477,5431,5244,5056,5266,5495,5770,5563,5818,2798,3474,2657,5.5,0.153,0.4593,275,95,121.3,0.001,2.8582,5,1.7655,0.01,1.7451
OOT094,6477,5431,5244,5056,5266,5495,5770,5563,5818,2798,3474,2657,5.28,0.19,0.0003,422,65,103.2,0.001,6.915,0.001,1.284,0.01,1.98055
OOT095,1856,3269,3248,3015,3596,4321,4513,4590,4615,6481,4005,3462,7.56,0.22,0.1394,78,24.6,138.1,942.9,12.2165,0.001,0.07062,25.3,1.1911
OOT096,8184,6681,6283,5899,6050,6157,6203,5902,6220,9288,3449,2582,6.1,0.13,0.7248,560,95,325,0.001,0.06915,0.001,0.12198,0.01,1.5512
OOT097,9459,8618,8101,7602,7849,7642,7504,7256,7418,13417,4117,3434,6.76,0.1,0.44154,517,64,137,0.001,31.58772,0.001,0.02568,0.01,3.33231
OOT098,7665,6962,6573,6197,6460,6457,6428,6176,6398,11454,3684,3215,4.45,5.74,0.0029,136,293,108.6,0.001,2.54472,0.1,0.09309,0.01,1.4681
OOT099,202,307,481,333,605,1159,1307,1321,1400,2725,981,569,5.24,0.12,0.0003,46,97,217,0.001,30.6104,0.001,0.30174,0.01,1.75064
OOT100,219,294,527,330,926,2758,3367,3459,3649,3037,1769,827,5.77,0.07,0.0261,14,36,327,0.5,3.9646,0.001,0.02568,0.01,0.63987
OOT101,8912,8243,7716,7233,7452,7363,7283,7071,7220,12664,4300,3369,6.67,0.06,0.099,560,35,147,0.001,2.4894,0.001,0.15729,0.01,0
OOT102,8912,8243,7716,7233,7452,7363,7283,7071,7220,12664,4300,3369,6.01,0.15,3.2,560,34,325,0.001,2.8121,0.001,0.29853,0.01,0.21606
OOT103,10944,9799,9324,8952,9445,8893,8698,8164,8613,14954,4523,3232,6.44,0.09,0.0003,134,741.7,326.158,0.001,4.3334,0.001,0.3531,0.01,2.6038
OOT104,10293,9579,9046,8616,9105,8555,8336,7923,8252,14852,5200,3939,7.23,0.08,2.311,560,65,237,0.001,2.6277,0.001,0,18.7,1.66477
OOT105,10707,8011,7707,7440,7489,7756,8037,7206,8156,3200,4040,2778,5.95,0.09,3.22,560,95,117,0.001,2.86281,0.001,3.8199,0.01,3.31015
OOT106,321,297,581,485,1051,2591,2999,3156,3225,3134,2125,1169,5.05,0.61,0.4641,560,45,232,0.001,3.48516,0.001,0.8025,0.01,1.9667
OOT107,177,181,318,202,541,1633,1957,2089,2154,2195,1404,748,6.76,0.1055,0.563464,230,85,121,0.001,6.6845,0.001,1.1877,0.01,3.75335
OOT108,177,181,318,202,541,1633,1957,2089,2154,2195,1404,748,6.32,0.13,0.4593,113,35,437,0.001,4.24581,0.001,0.15087,0.01,1.13293
OOT109,580,455,681,516,1106,2630,3125,3087,3332,3338,2017,1093,7.2,0.08,1.344,560,35,119,0.001,1.64116,0.2,0.3531,0.01,1.2742
OOT110,9988,8729,8269,7858,7923,8017,8161,7710,8163,2919,3811,2551,7.22,0.1,2.1553,560,34,123,0.001,16.1811,0.001,2.4396,0.01,0.64264
OOT111,9933,8096,7732,7405,7432,7625,7847,7184,7913,2846,3776,2554,6.61,0.076,0.87,560,32,456,0.001,0.14752,0.001,2.3112,0.01,1.75064
OOT112,324,427,551,457,764,1427,1632,1510,1651,1531,1011,667,6.44,0.18,0.5251,308,65,789,0.001,0.71916,0.001,1.0914,0.01,2.9362
OOT113,240,185,439,281,848,2436,2904,3073,3184,3052,1862,930,5.15,0.23,1.95,560,95,125,0.001,0.685046,0.001,1.1877,0.01,0.65095
OOT114,262,200,464,347,890,2300,2712,2850,2938,3024,1760,937,5.74,0.19,0.45446,134,65,227,0.001,11.525,0.001,2.3112,0.01,3.96664
OOT115,580,455,681,516,1106,2630,3125,3087,3332,3338,2017,1093,5.27,0.176,0.767,560,65,22.3,0.001,1.11101,0.001,0.9951,0.01,2.3822
OOT116,1161,1768,1899,1770,2197,2993,3213,3213,3348,3302,2694,2033,5.18,0.42,0.0161,560,15,24.9,0.001,0.461,0.001,0.642,0.01,0.7202
OOT117,2430,1421,1538,1505,1838,2373,2560,2406,2647,6695,1433,1245,5.3,0.08,0.001,560,78,179.2,0.001,0.0461,0.001,0.04494,0.01,0.00277
OOT118,1562,1425,1486,1391,1659,2139,2284,2306,2364,4923,1364,1108,5.07,0.073,0.0004,131,56,157,0.001,0.069611,0.001,0.74472,0.01,4.2381
OOT119,523,788,951,822,1305,2518,2924,2917,3094,2738,2145,1398,4.47,0.15,0.46541,433,65,117.6,0.001,0.583165,0.001,1.30005,0.01,2.27417
OOT120,1660,1497,1577,1449,1789,2471,2720,2669,2807,4529,1431,1138,7.85,0.12,0.4654,134,75,324.7,0.001,7.15011,0.001,2.1507,0.01,0.8864
OOT121,321,297,581,485,1051,2591,2999,3156,3225,3134,2125,1169,6.37,0.13,0.4593,313,85,112.7,0.001,23.76916,0.001,0.59385,0.01,4.155
OOT122,9860,7699,7343,7034,7028,7260,7506,6862,7597,2783,3662,2499,5.45,0.16,0.0128,894,45,32.7,0.001,0.2374611,0.001,0.64521,0.01,3.0747
